Contract ID,Customer,Annual Premium
G210669,Clayton Bauer,294968.51
G210670,Smith PLC,143014.54
G210671,"Smith, Davila and Rodriguez",89497.98
G210672,Jose Sandoval,201583.4
G210673,Navarro-Lawson,303898.12
G210674,Olson Group,370803.3
G210675,Natasha Diaz,57101.96
G210676,"Cooper, Reed and Hall",264074.64
G210677,Johnson-Collins,314441.46
G210678,"Moyer, Stephens and Reyes",272840.51
G210679,Simmons Ltd,139739.14
G210680,Austin Higgins,193613.12
G210681,"Harrell, Moss and Phillips",251340.47
G210682,Peck-Mullins,328586.02
G210683,Alexander Baker,252637.36
G210684,Wilson PLC,335888.18
G210685,Wilson Group,51157.94
G210686,Chelsea Ellis,70465.25
G210687,"Ruiz, Finley and Holland",105460.73
G210688,Charles Cole,314798.22
G210689,Walters and Sons,353473.99
G210690,Wilson-Reid,23757.14
G210691,Jenkins PLC,203878.98
G210692,"Thompson, Peterson and Smith",366361.6
G210693,Jones LLC,142095.8
G210694,Johnson Inc,362290.21
G210695,Armstrong-Thomas,307830.55
G210696,Scott James,125977.84
G210697,Benjamin Hughes,217114.25
G210698,Watts and Sons,247069.19
G210699,Kevin Holmes,385246.91
G210700,"Arnold, Hansen and Perez",122206.09
G210701,Smith Inc,137664.06
G210702,Quinn and Sons,87099.61
G210703,"Fowler, Walker and Young",272329.62
G210704,Mrs. Megan Coleman,214408.72
G210705,Williams PLC,322393.95
G210706,Michael Powell,335649.41
G210707,Amy Hayden,257137.49
G210708,Lisa Williams,205876.88
G210709,Bryan Welch,191510.78
G210710,"Stewart, Hart and Ray",49469.77
G210711,Santana-Bridges,57596.52
G210712,Ortiz-Simpson,316781.13
G210713,"Allen, Williams and James",160490.92
G210714,Miller and Sons,59678.09
G210715,"Hart, Adams and Fowler",84007.89
G210716,"Davis, Sampson and Wade",92617.51
G210717,"Thomas, Henderson and Thomas",445706.06
G210718,Campbell-Myers,65515.91
G210719,Michael Henderson,278373.15
G210720,"Holmes, Johnson and Love",447727.62
G210721,Smith PLC,21583.95
G210722,Mccann PLC,386792.53
G210723,Campbell Group,94970.5
G210724,"Quinn, Schaefer and Moon",253214.18
G210725,Williams Inc,193275.89
G210726,"Kennedy, Williams and Green",170538.25
G210727,Graham-Ayala,47586.15
G210728,Keith Scott,353397.84
G210729,Stephens-Keller,488478.63
G210730,"Roberson, Phillips and Brown",45497.46
G210731,Cain LLC,314630.7
G210732,Moore PLC,115664.3
G210733,"Ferguson, Brown and Steele",8678.33
G210734,Smith PLC,118783.6
G210735,Obrien and Sons,34971.63
G210736,"Wilson, Taylor and Foley",371996.69
G210737,Hall Group,425185.81
G210738,Johnson-Robbins,127279.93
G210739,"Woodard, Miller and Simpson",474888.19
G210740,Carey and Sons,485790.32
G210741,"Jones, Townsend and Parker",203238.6
G210742,Taylor-Mccoy,173333.76
G210743,"Anderson, Arnold and Winters",333196.41
G210744,"Church, Long and Tucker",270122.73
G210745,Fernandez Group,415873.13
G210746,Natasha Bailey,358289.32
G210747,Lori Lopez,460349.34
G210748,John Schneider,35259.51
G210749,Andrea Bryan,482932.14
G210750,Lowe and Sons,462852.09
G210751,Kimberly Rogers,466153.22
G210752,Becker-Sullivan,255509.0
G210753,Adams-White,170675.79
G210754,"Eaton, Jacobs and Glover",285660.14
G210755,Barnett-Collins,339893.49
G210756,Williams LLC,193231.6
G210757,"Guzman, Coleman and Werner",492316.07
G210758,Snyder LLC,233268.06
G210759,Wendy Johns,129312.32
G210760,Martinez-Haney,189327.94
G210761,Kelley-Gomez,65863.51
G210762,"Webb, Davis and Bartlett",318354.28
G210763,"Navarro, Brewer and Santiago",105368.14
G210764,Copeland-Martin,63042.19
G210765,"Sanchez, Arnold and Smith",238420.67
G210766,Angela Gilbert,277544.76
G210767,Gonzales-Nunez,33606.6
G210768,Alyssa Rogers,204780.13
G210769,Fowler and Sons,271908.52
G210770,Christopher Walker,271921.88
G210771,Simpson and Sons,60350.95
G210772,"Hart, Scott and Pierce",324775.13
G210773,"Wood, Mckinney and Brewer",498489.84
G210774,Murphy and Sons,127808.67
G210775,Sarah Perez,433967.07
G210776,Wallace LLC,448738.77
G210777,Duncan-Burnett,387826.55
G210778,Green-Bright,472030.03
G210779,Medina LLC,45435.08
G210780,"Mcdonald, Bailey and Jones",286084.82
G210781,Joanna Willis,261021.48
G210782,Kelley-Bryant,339228.22
G210783,Dyer-Mcdonald,377060.32
G210784,"Hill, Jones and Larsen",20595.07
G210785,Marshall Ltd,35537.23
G210786,Joseph Cline,99034.17
G210787,"Herrera, King and Brown",491910.15
G210788,Acosta PLC,404205.66
G210789,"Diaz, Morris and Waters",286321.7
G210790,"Knapp, Kennedy and Bailey",286341.08
G210791,May Ltd,135971.87
G210792,Elizabeth Ortega,40039.03
G210793,Suzanne Winters,137648.5
G210794,Jesse Shannon,274486.17
G210795,"Delgado, Moore and James",336435.84
G210796,Watkins-Jackson,125160.33
G210797,Donald Lopez,147962.42
G210798,Whitney LLC,361367.0
G210799,Felicia Lee,476102.88
G210800,Bird-Clay,103709.43
G210801,Rogers Inc,142665.41
G210802,Walters PLC,345254.66
G210803,Brooks LLC,86980.0
G210804,Brown Inc,292959.27
G210805,Robert Brady,204328.49
G210806,Clayton Mayo,76173.47
G210807,Wright-Barnes,276100.27
G210808,Emily Mcgee,482392.81
G210809,Carr PLC,161917.73
G210810,Nguyen-Davis,168086.44
G210811,Sandra Taylor,207857.04
G210812,Turner PLC,363160.02
G210813,"Davis, Zavala and Jones",470598.05
G210814,Saunders-Ross,289936.39
G210815,Chris Allen,326310.45
G210816,Adkins Inc,166809.37
G210817,Robinson-Barber,365827.99
G210818,Macias-Thomas,58905.49
G210819,Madison Howard,46820.61
G210820,"Valdez, Le and Phillips",126311.25
G210821,Mason-Walker,67507.98
G210822,Freeman and Sons,191603.14
G210823,Brian Robles,489008.69
G210824,Brown Group,426161.78
G210825,Garrett-Rocha,30275.0
G210826,Schmidt and Sons,356416.62
G210827,Humphrey-Murray,468157.05
G210828,Laura Craig,186073.9
G210829,Todd Avery,285538.91
G210830,"Myers, Campbell and Gonzalez",193042.31
G210831,Frazier-Anderson,469356.3
G210832,Steven Collins,198176.12
G210833,"Taylor, Richards and Miller",91295.68
G210834,Travis Smith,334758.4
G210835,Anthony Brewer,197235.2
G210836,Stephens-Marshall,409328.51
G210837,Julie Romero,441322.19
G210838,Wesley Ward,166212.33
G210839,Townsend Inc,202008.74
G210840,Kim Moore,97249.72
G210841,Brian Tucker,45077.97
G210842,Nelson-Barton,393181.72
G210843,Mason Ltd,337315.15
G210844,"Weeks, Woods and Bennett",125989.26
G210845,Amy Bowen,496058.6
G210846,"Fox, Walker and Madden",137553.17
G210847,"Brown, Shaw and Villanueva",273811.41
G210848,Medina and Sons,22436.87
G210849,"Smith, Adkins and Watson",465572.47
G210850,Monique Fitzgerald,8597.88
G210851,"Rhodes, Stone and Knight",296752.41
G210852,"Lopez, French and Garcia",50836.48
G210853,Mcmahon Ltd,100788.38
G210854,Wilkerson PLC,214287.69
G210855,"Roman, Barrett and Kirby",486152.82
G210856,Catherine Gibson,40346.29
G210857,"Sanders, Williams and Maxwell",349798.28
G210858,Walker LLC,445231.45
G210859,"Owens, Burton and Curtis",239187.17
G210860,Martin-Williams,466790.76
G210861,Timothy Hunter,20446.92
G210862,"Cherry, Conley and Nielsen",8562.46
G210863,David Morales,155007.26
G210864,"Daniels, Baker and Bates",468713.03
G210865,Joel Reed,135296.09
G210866,Bobby Arnold,400872.82
G210867,Oscar Cobb,224610.9
G210868,Moreno-Romero,463759.34
G210869,Timothy Norris,16521.35
G210870,Wolfe Inc,131567.74
G210871,Duarte Ltd,443466.35
G210872,Blake-Richardson,349842.22
G210873,"Bryant, Boyer and Brady",23858.33
G210874,"Harris, James and Montgomery",49039.42
G210875,Wall PLC,306572.47
G210876,"Clark, Harris and Gardner",8196.85
G210877,"Martinez, Smith and Martinez",90867.42
G210878,"Hall, Mercado and Reyes",381206.94
G210879,Colton Mccullough,430038.53
G210880,Julie Small,368308.53
G210881,Allen Inc,236316.14
G210882,Wilson-Gonzales,301451.09
G210883,Hobbs-Schultz,261541.7
G210884,Mckenzie Leonard,351893.7
G210885,Crystal Dawson,367595.38
G210886,Cummings Inc,29261.49
G210887,Robert Mays,446385.61
G210888,"Fisher, Cruz and Crane",167271.31
G210889,Joan Church,177536.75
G210890,Mitchell PLC,453476.6
G210891,Thomas-Osborn,93397.36
G210892,Richardson-Butler,286958.75
G210893,Smith Inc,241497.91
G210894,Edwards Ltd,353735.55
G210895,Velez-Cannon,123213.15
G210896,Adams LLC,389435.41
G210897,Melanie Fox,342444.54
G210898,"Hampton, Campbell and Washington",466332.87
G210899,Watts-Taylor,108654.63
G210900,"Hodges, Lee and Martin",316681.56
G210901,Mr. Terrance Wood,162844.68
G210902,Brandon Klein,259843.25
G210903,Dean PLC,81496.72
G210904,Fisher-Riley,200380.08
G210905,Porter-Griffin,106119.88
G210906,Mccarthy LLC,59750.14
G210907,Kramer LLC,195185.58
G210908,Gonzalez-Pitts,153981.3
G210909,Andrew Wilkins,267788.16
G210910,Andrew Vasquez,161805.86
G210911,Madison Dickson,362871.9
G210912,Chang-Camacho,316977.22
G210913,"Stone, Davis and Walker",28542.08
G210914,"Ortiz, Clark and Hernandez",132344.14
G210915,Michael Leonard,456533.0
G210916,"Mcdonald, Morgan and Kent",125317.49
G210917,David Sanchez,474712.41
G210918,Long Ltd,14505.17
G210919,"Blanchard, Long and Beck",317669.11
G210920,Mccoy-Williams,111713.13
G210921,Obrien Group,284588.17
G210922,"Lambert, Mays and Schneider",108197.63
G210923,Samantha Hall,77664.37
G210924,Powell Inc,318069.34
G210925,David LLC,345142.3
G210926,Devin Roberson,42251.06
G210927,West-Vargas,29129.3
G210928,Wolfe Inc,244111.85
G210929,Huber Group,394250.02
G210930,Cindy Lin,433417.87
G210931,Phelps-Greene,357732.35
G210932,Amy Richardson,185482.56
G210933,Russell PLC,128712.71
G210934,West Inc,121607.14
G210935,Ferguson-Mills,65736.44
G210936,David Moore,104382.85
G210937,Colleen Horn,29779.72
G210938,"Lambert, Wagner and Sweeney",378001.26
G210939,Shepherd-Thompson,408594.69
G210940,Maria Sharp,427171.75
G210941,Wright-Dalton,395363.06
G210942,Jackson and Sons,452881.25
G210943,Melanie Davis,469814.79
G210944,"Lawson, Banks and Hughes",70607.17
G210945,"Golden, Perez and Prince",359766.66
G210946,Olsen-Moore,4218.79
G210947,Matthew Chambers,271549.97
G210948,Reginald Henry,480906.44
G210949,Justin Robinson,102004.15
G210950,Nancy Weaver,109517.92
G210951,Donovan Ltd,135612.39
G210952,Reyes-Johnston,359922.49
G210953,Lauren Baird,347429.2
G210954,Mrs. Samantha Jenkins,78469.85
G210955,Taylor-Li,489445.79
G210956,Baldwin-Melendez,455829.34
G210957,Stephanie Rice,428560.97
G210958,Zamora and Sons,28863.85
G210959,Thomas Barrett,163818.91
G210960,"Hernandez, Barnes and Mckinney",164235.34
G210961,Michael Perez,84471.86
G210962,Richard Jordan,175812.48
G210963,"Jones, Downs and Brown",215964.26
G210964,Kathleen Ramos,27101.16
G210965,Tate Ltd,70038.6
G210966,Carr-Jackson,186301.5
G210967,Bowen-Martin,219819.21
G210968,"Middleton, Watkins and Nelson",389488.4
G210969,"Gates, Quinn and Martin",402264.75
G210970,Cheryl Watkins,287087.57
G210971,"Molina, Cruz and Silva",215527.12
G210972,Stephanie Gomez,47387.05
G210973,Vazquez-Bell,250726.36
G210974,Williams-Barber,300985.5
G210975,"Gutierrez, Hernandez and Paul",132599.04
G210976,Darlene Sampson,130245.72
G210977,Hunter Inc,213222.24
G210978,Martin-Smith,36408.64
G210979,"Booth, Stewart and Espinoza",328330.72
G210980,Charles Case,64942.88
G210981,William Harris,29912.06
G210982,Russell Inc,76653.68
G210983,"Ruiz, Hicks and Koch",357580.32
G210984,Hannah King,181362.32
G210985,Cook and Sons,224116.36
G210986,"Davis, Lewis and Dixon",89850.88
G210987,Ramirez-Higgins,489860.72
G210988,"Jones, Ramirez and Crawford",159015.97
G210989,Hawkins LLC,347372.61
G210990,Phillips-Brown,27178.47
G210991,James Smith,267802.55
G210992,Wolfe and Sons,448097.33
G210993,Eugene Howard,238725.61
G210994,Frank-Oconnell,458454.0
G210995,"Weaver, Dudley and Durham",71932.9
G210996,"Welch, Harvey and Torres",282398.06
G210997,Benson Group,490605.33
G210998,"Freeman, Ayala and Chavez",14231.6
G210999,Brown-Pruitt,421396.86
G211000,Downs Inc,207436.71
G211001,Debra Smith,464925.01
G211002,Flores-Ray,99827.0
G211003,Hamilton PLC,67182.22
G211004,Harris-Allen,21179.46
G211005,Garcia Group,452584.57
G211006,Brooks-Peterson,438827.91
G211007,Cox-Hendricks,267868.82
G211008,Chapman Ltd,144407.73
G211009,Jacob Price,193829.73
G211010,Mcgee Group,58366.53
G211011,Murphy-Bond,206506.43
G211012,"Bullock, Burns and Serrano",119510.2
G211013,"Maxwell, Hudson and Jenkins",208602.85
G211014,"King, Wilson and Barnett",446677.02
G211015,Amanda Stone,4178.67
G211016,Eric Harris,371509.4
G211017,Hunt LLC,142918.28
G211018,Bond-Phillips,425828.31
G211019,"Shields, Harris and Becker",318559.0
G211020,Alicia Roberson,458447.4
G211021,Roberts-Browning,208673.17
G211022,Moreno Ltd,416279.04
G211023,"Walker, Day and Walton",488921.17
G211024,"Miller, Smith and Williams",215211.95
G211025,"Hendrix, Perez and Smith",247267.32
G211026,Jennifer Nelson,135577.37
G211027,Richards-Todd,147038.49
G211028,Chelsey Bailey,434313.54
G211029,Brown Group,39538.81
G211030,Robinson and Sons,95811.14
G211031,Jackson Ltd,257331.98
G211032,"Padilla, Fields and Green",183808.87
G211033,Hudson PLC,488923.96
G211034,Beck-Morgan,271296.81
G211035,"Cruz, Blair and Johnson",19845.04
G211036,Michael Montoya,82350.24
G211037,Marshall-Benjamin,429395.31
G211038,Thompson Inc,414817.74
G211039,Morgan and Sons,64889.18
G211040,Carson-Gilmore,62452.87
G211041,Ramirez-Floyd,187716.93
G211042,"Daniels, Hernandez and Mcdonald",100089.1
G211043,Alice Walker,126971.27
G211044,Davis Group,336985.16
G211045,Davis Ltd,82503.12
G211046,Bass-Johnston,244814.53
G211047,James Costa,326853.94
G211048,Pham Group,16465.14
G211049,Flores-Miller,174223.46
G211050,"Dean, Byrd and Huff",318927.1
G211051,Lee Ltd,339196.54
G211052,"Hood, Silva and Jones",326952.59
G211053,Rodriguez-Spears,430273.16
G211054,"Dunn, Doyle and Powell",226657.95
G211055,Gallagher-Watson,230285.25
G211056,Osborne-Reynolds,324808.44
G211057,Julie Torres,94472.85
G211058,Don Perry,144408.99
G211059,Richmond-Wilson,9226.35
G211060,Clements LLC,19570.33
G211061,Crystal Rodgers,242327.79
G211062,Jones LLC,182667.21
G211063,Jose Mack,57654.13
G211064,Daniels-Berg,179277.87
G211065,Snyder Group,206308.29
G211066,Johnston Group,102972.93
G211067,Bryant-Dennis,481328.49
G211068,"Smith, Spencer and Campos",91939.74
G211069,Vance-Cantrell,424127.89
G211070,Castro PLC,93388.86
G211071,Pamela Reid,488484.05
G211072,Jimmy Ball,146653.35
G211073,Katie Cervantes,400172.67
G211074,Danielle Strickland,198802.09
G211075,Matthew Hess,199466.48
G211076,"Miranda, Deleon and Dickson",68220.83
G211077,Joshua Romero,432144.38
G211078,Lewis Inc,79493.38
G211079,Murphy-Cross,276006.42
G211080,Dickson Inc,436842.21
G211081,Jesse Hall,468175.32
G211082,Charles Kaufman,201723.17
G211083,Hancock-Shaw,283722.55
G211084,Roberson Inc,292977.76
G211085,Sean Carter,465520.52
G211086,Connie George,421323.65
G211087,Miles-Soto,401655.01
G211088,Tonya Horne,334434.85
G211089,Wagner-Martinez,382184.5
G211090,Boyer Group,188150.3
G211091,Michael Edwards,481009.07
G211092,"Lee, Harrell and Vaughn",440470.65
G211093,Brittany Sanchez,169915.41
G211094,"Jarvis, Freeman and Robinson",424212.7
G211095,Chan Inc,38232.98
G211096,"Velasquez, Campbell and Gutierrez",187696.81
G211097,"Hogan, Cochran and Phillips",312390.2
G211098,"Freeman, Knapp and Williams",29815.94
G211099,Angel Patton,355460.06
G211100,Kimberly Clark,61655.13
G211101,Hopkins LLC,319862.09
G211102,Rodriguez-Smith,299787.3
G211103,Robert Nelson,372285.04
G211104,"Graham, Garcia and Ford",179261.98
G211105,James Mccann,375884.83
G211106,Dawn Dudley,395800.71
G211107,"Sanchez, Rivera and Cook",39215.72
G211108,"Kelly, Davidson and Cox",198083.4
G211109,King Group,148736.06
G211110,Amanda Gibson,396739.32
G211111,Smith-Evans,424155.77
G211112,"Woods, Bush and Robertson",389023.61
G211113,"Davis, Freeman and Austin",258092.18
G211114,Bryan Nichols,98837.61
G211115,"Jones, Estrada and Murphy",338466.34
G211116,Kelly Larson,179240.1
G211117,Leslie Brandt,281480.93
G211118,Joseph Wilson,223138.3
G211119,John Cooper,190900.01
G211120,Matthew Barnett,150954.15
G211121,Wheeler-Little,350416.52
G211122,William Baldwin,30518.05
G211123,"Mitchell, Blake and Atkins",479147.46
G211124,Donovan-Benton,412521.68
G211125,"Harper, Johnson and Mercer",321521.89
G211126,Brianna Faulkner,435673.52
G211127,"Wheeler, Lawrence and Hopkins",102212.06
G211128,Norman PLC,329658.16
G211129,Maxwell-Kline,106766.99
G211130,"Perkins, Boone and Davenport",18156.02
G211131,"Oconnor, Davis and Richardson",335228.1
G211132,"Campbell, Evans and Bruce",78196.47
G211133,Sabrina Clark,437556.42
G211134,Shannon Taylor,26850.03
G211135,"Contreras, Wright and Ward",116105.6
G211136,Todd Bailey,375600.29
G211137,Miller LLC,476257.5
G211138,"Hanna, Kelly and George",25072.89
G211139,Cassidy Reed,387964.32
G211140,"Osborne, Hart and Davis",453637.11
G211141,Barbara Butler,406231.36
G211142,Anthony Anderson,297558.74
G211143,"Patel, Russell and Hill",17826.38
G211144,Harris Inc,4641.2
G211145,Adams-Lewis,100171.64
G211146,Martin-Cruz,81526.27
G211147,Cassandra Moran,379349.89
G211148,Ruiz Inc,48977.17
G211149,Rodriguez-Ward,180128.09
G211150,Jackson and Sons,50124.31
G211151,Blair PLC,44667.01
G211152,Mclaughlin-Williams,289928.49
G211153,Foster and Sons,235907.15
G211154,Ann Wyatt,392504.19
G211155,Bush-Watkins,246078.74
G211156,"Doyle, Anderson and Levy",220923.97
G211157,Amber Sanford,113748.47
G211158,"Gonzalez, Brown and Rush",243098.07
G211159,"Bennett, Turner and Sanchez",268221.95
G211160,Morgan-Roberts,350819.04
G211161,Diaz LLC,483748.41
G211162,Perez-Mathews,411770.6
G211163,Joseph Richardson,99187.92
G211164,"Nash, Taylor and Ramirez",316074.13
G211165,Huerta Ltd,27334.48
G211166,"Walker, Warner and Watson",132493.51
G211167,Michael Washington,26346.53
G211168,"Johnson, Levine and Boyer",314027.85
G211169,Brittney Davis,115095.7
G211170,Johnson Inc,368183.9
G211171,Mccullough-Carlson,413126.7
G211172,"Pena, Martin and Morris",59087.42
G211173,Lisa Keller,302163.72
G211174,Douglas Torres,213387.35
G211175,Clay PLC,476127.0
G211176,Smith LLC,60033.35
G211177,"Avila, Thomas and Davidson",460655.8
G211178,Hutchinson PLC,383439.41
G211179,"Adams, Armstrong and Mason",216473.08
G211180,"Watkins, Lee and Bates",347675.87
G211181,Sandoval Group,28914.44
G211182,Kevin Turner,35900.45
G211183,"Christian, Price and Rangel",126294.56
G211184,Perez-Cole,130380.34
G211185,Snyder and Sons,3538.89
G211186,"Hamilton, Walters and Berger",358860.66
G211187,"Tucker, Sullivan and Robertson",22531.86
G211188,Sandra Spears,285118.93
G211189,Rivera Inc,40671.62
G211190,Daniel Fleming,208848.42
G211191,Johnson Group,118319.53
G211192,Thomas-Le,469244.8
G211193,Christopher Bray,386764.17
G211194,"Johnson, Whitaker and Combs",287445.61
G211195,Jennifer Johnson,140919.89
G211196,Dawn Williams,423150.6
G211197,"Wells, Cobb and Garza",283310.08
G211198,"Murray, Bailey and Johnson",141851.39
G211199,"Goodwin, Martin and Shaw",161333.05
G211200,Allen-Rollins,226247.49
G211201,Warren Ltd,95439.49
G211202,Joel Duarte,51020.89
G211203,Lacey Francis,356555.77
G211204,Paige Wood,430658.79
G211205,Thompson-Mosley,441568.24
G211206,"Larson, Morales and Lara",481371.62
G211207,Jack Burns,459634.15
G211208,"Gibbs, Smith and Mosley",333625.87
G211209,Bentley and Sons,197600.22
G211210,"Mcmillan, Savage and Martin",379095.72
G211211,Amber Soto,294752.95
G211212,"Mueller, Meyers and Black",140829.28
G211213,Cynthia Woods,341393.84
G211214,Melissa Williams,442024.48
G211215,Ross Ltd,320294.44
G211216,Ashley Cook,325582.87
G211217,Hayes Group,427040.69
G211218,Tran and Sons,248635.31
G211219,Edward Hill,213997.99
G211220,Parker and Sons,447996.76
G211221,Turner-Alexander,189372.52
G211222,Troy Smith,86751.48
G211223,Ronald Brown,94330.34
G211224,Smith and Sons,279454.92
G211225,Eric Williams,302263.67
G211226,Sanders-Yoder,455481.86
G211227,"Boyd, Sims and Rosales",83108.79
G211228,Jason Williams,443609.12
G211229,Moore Ltd,427166.55
G211230,David Tucker,77791.91
G211231,"Avery, Sanders and Little",288032.11
G211232,Hernandez and Sons,109322.96
G211233,Sharon Parker,40968.58
G211234,Phillip Nichols,27855.68
G211235,Holt LLC,168910.94
G211236,Weiss PLC,491457.93
G211237,Velazquez-Combs,403825.13
G211238,Jones Ltd,249886.74
G211239,"Joseph, Alexander and Williams",191061.91
G211240,Erin Maldonado,92623.07
G211241,Barrett-Williams,410713.25
G211242,David Kelly,451784.97
G211243,"Cruz, Avila and Collins",254886.23
G211244,Jessica Pruitt,208477.71
G211245,Adams Group,293267.68
G211246,"Wheeler, Martin and Harper",336339.78
G211247,Samantha Marquez,416386.53
G211248,Conrad LLC,482309.99
G211249,Stewart Group,125092.91
G211250,Antonio Reese,441901.16
G211251,Waters and Sons,134841.87
G211252,Briggs-Kane,17607.96
G211253,Richardson Inc,278540.04
G211254,House PLC,233653.26
G211255,Vargas-Stephens,226298.71
G211256,Mann Ltd,112264.5
G211257,Clark-Hurst,408515.93
G211258,Frank Group,156086.94
G211259,"Olson, Liu and Thomas",323563.43
G211260,"Wolf, Brown and Murphy",375327.75
G211261,Elizabeth Wright,276292.49
G211262,Jean Haynes,439684.67
G211263,Dean PLC,96305.14
G211264,Jennifer Anderson,282656.53
G211265,Jones Inc,8757.26
G211266,Eric Martinez,27265.75
G211267,Kirk Inc,147997.97
G211268,Price and Sons,3061.86
G211269,Atkins Group,253070.56
G211270,Douglas Stokes,277510.83
G211271,Moyer-Paul,186382.8
G211272,Barker-Davila,202910.06
G211273,Jones-Perry,219045.29
G211274,"Spencer, Downs and Armstrong",178977.54
G211275,"Dalton, Wilkins and Edwards",139537.35
G211276,Barry-Ibarra,429764.12
G211277,"Ward, Rivera and Wilson",44485.18
G211278,Shaw-Burns,4783.38
G211279,Holt and Sons,316773.25
G211280,Tucker-Mccullough,69837.44
G211281,Johnson-Green,164469.87
G211282,"Gibson, Barnes and Simpson",172779.81
G211283,"Green, Cruz and Miller",74434.02
G211284,Mitchell-Bradford,165216.62
G211285,Elizabeth Jackson,217878.78
G211286,Browning Ltd,236058.35
G211287,Denise Hamilton,103396.24
G211288,Nunez-Green,224274.61
G211289,"Thompson, Ward and Stewart",280217.15
G211290,Grant-Vega,225503.96
G211291,James York,91482.59
G211292,Reynolds-Austin,294037.72
G211293,Eric Thompson,17996.29
G211294,Fowler PLC,363005.75
G211295,Mayo Ltd,365218.75
G211296,Griffin-Jones,185922.24
G211297,"Rodriguez, Martinez and Carter",353767.6
G211298,Matthew Garza,237346.61
G211299,"Nelson, Estes and Eaton",489272.33
G211300,Theresa Roberson,288312.0
G211301,Ross-Roberts,110635.87
G211302,"Gray, Cruz and Donaldson",108310.45
G211303,Williams-Watson,292050.99
G211304,Andrews LLC,79221.46
G211305,Maxwell Christensen,133275.59
G211306,Jessica Barry,249529.99
G211307,Vasquez Group,70490.62
G211308,Michael Duran,391966.07
G211309,Contreras and Sons,191680.21
G211310,"Wu, Ramirez and Wilson",239054.76
G211311,"Hodges, Burgess and Mcknight",251053.23
G211312,Camacho PLC,340341.94
G211313,"Williams, Hawkins and Miller",62565.58
G211314,"Simmons, Rush and Garrett",51750.4
G211315,"Jackson, Lawrence and Vaughan",364159.3
G211316,Yvonne Underwood,384032.2
G211317,Ortega Inc,88255.49
G211318,Joseph Miller,428820.29
G211319,Barber and Sons,279017.61
G211320,James-Simmons,263518.63
G211321,Haley Wilson,467076.32
G211322,Michelle Walker,143202.96
G211323,Curtis-West,253630.45
G211324,Berger-Stephenson,316394.42
G211325,Walker-Ellis,184663.52
G211326,Mckenzie Inc,64421.36
G211327,Rose-Wilson,488841.54
G211328,Potter-Harris,424719.77
G211329,"Fields, Stevenson and Everett",375840.97
G211330,"Nelson, Giles and Butler",212224.93
G211331,Jaime Smith,136921.82
G211332,"Johnson, Lopez and Stewart",141075.32
G211333,Rhonda Cuevas,378501.5
G211334,Jonathan Richardson,200735.09
G211335,Laura Myers,109223.8
G211336,"Moore, Rivera and Taylor",117158.95
G211337,Katie Martinez,435378.06
G211338,Connor Wright,4441.57
G211339,Ray Ltd,59030.7
G211340,Serrano-Copeland,258982.19
G211341,Justin Trujillo,376016.35
G211342,"Fuller, Johnson and Garcia",468983.27
G211343,Madden and Sons,246743.33
G211344,"Miller, Smith and Barrett",291011.89
G211345,Robert Mcdowell,315029.39
G211346,Jose Torres,54639.4
G211347,Willis-Wood,163018.45
G211348,"Mueller, Jacobs and Sullivan",363231.3
G211349,Mills and Sons,324375.56
G211350,Morris-Johnson,435099.95
G211351,"Johnson, Reid and Harris",241817.05
G211352,Lamb PLC,105985.04
G211353,"Daniel, Krueger and Wood",215397.17
G211354,"Lloyd, Smith and Holder",480794.44
G211355,Michael Fuentes,156269.87
G211356,Frank Ltd,389307.31
G211357,White Group,18386.23
G211358,Megan Mcdonald,200960.5
G211359,Barbara Wagner,236904.65
G211360,Huff Inc,74970.44
G211361,"Lowery, Ross and Stephenson",208253.08
G211362,Novak Inc,388658.35
G211363,Jeffrey Gomez Jr.,427703.95
G211364,Dean Roach,64255.12
G211365,Tanya Rodriguez,355157.39
G211366,Tara Phillips,325137.84
G211367,Hunter-Nelson,40927.1
G211368,Evan Higgins,336110.0
G211369,Michele Cole,303593.29
G211370,Hayes-Campbell,397761.06
G211371,Jason Martin,29290.41
G211372,Barbara Castillo,367393.04
G211373,"Evans, Guerrero and Harding",433674.65
G211374,Smith-Lopez,100391.38
G211375,Wiggins-Sherman,203363.52
G211376,Chambers-Morales,466253.98
G211377,"Lewis, Miller and Reed",60753.59
G211378,Samuel Kennedy,246323.95
G211379,Smith-Stewart,231328.01
G211380,Chavez and Sons,375762.19
G211381,Thompson Group,460419.54
G211382,Jessica Rodriguez,266117.51
G211383,Carpenter PLC,332588.93
G211384,Steven Freeman,265307.57
G211385,"Sampson, Beck and Ferrell",122856.12
G211386,Walters-Murray,335090.96
G211387,Adam Serrano,67952.24
G211388,Gentry and Sons,59230.84
G211389,Ford LLC,55634.56
G211390,Tran-Hernandez,355866.7
G211391,Steele-Underwood,368480.13
G211392,Cervantes LLC,474254.78
G211393,Danielle Holmes,352573.47
G211394,Kelly Ltd,492710.73
G211395,Booker-Davis,104590.97
G211396,Joshua Hogan,423584.61
G211397,"Duncan, Lopez and Adams",340214.02
G211398,Livingston-Logan,483550.31
G211399,"Jackson, Williamson and Thomas",99718.31
G211400,Jaclyn Cooper,77130.7
G211401,Caroline Bradshaw,11621.93
G211402,Martin-Smith,368285.27
G211403,Jacob Robinson,443855.77
G211404,Matthew Russo,464785.1
G211405,"Ryan, Archer and Miller",238786.05
