Policy No,Client Name,Premium
L109020,Travis Gordon,102764.17
L109021,Katie Miller,95225.11
L109022,Michelle Wade,45486.71
L109023,Kimberly Wilson,96120.35
L109024,Brandi Robinson,42882.74
L109025,Sylvia Phillips,14954.7
L109026,Hannah Davenport,158103.3
L109027,Dawn Garcia,102843.29
L109028,Mr. John Scott MD,228607.83
L109029,Erin Gordon,115048.81
L109030,Michael Harrison,34813.35
L109031,Traci Cooper,70616.57
L109032,Henry Jenkins,122700.19
L109033,Kimberly Small,15328.86
L109034,Katherine Evans,145368.28
L109035,Justin Jefferson,243107.57
L109036,Sara Huynh,32334.0
L109037,William Leonard,193169.08
L109038,Jose Hamilton,92542.13
L109039,Bethany Clark,89859.38
L109040,Karen Lopez DDS,64075.87
L109041,Scott Merritt,56002.7
L109042,Jared Blackwell,134501.92
L109043,Hannah Wheeler,69815.16
L109044,Carolyn Wilson,9561.19
L109045,Michael Elliott,104568.9
L109046,David Miller,156508.16
L109047,Lisa Woods,125298.28
L109048,John Perry,38178.91
L109049,Carolyn Davenport,22458.37
L109050,Patrick Mcintyre,185331.3
L109051,Tracey Harris,230929.7
L109052,Amber Logan,133952.4
L109053,Cathy Johnson,117657.51
L109054,Emily Zamora,34289.24
L109055,Daniel Rivas,25949.42
L109056,Jennifer Bailey,135603.77
L109057,Brad Wilson,138617.71
L109058,Vanessa Wade,9631.44
L109059,Beth Cochran,79908.22
L109060,Chelsey Andrews,38600.36
L109061,Collin Wood,217161.16
L109062,Terry Strickland,189708.26
L109063,Tracy Smith,108467.55
L109064,John Harmon,70458.25
L109065,Brittany Sullivan,56911.85
L109066,Jonathan Allen,81470.31
L109067,David Parker,237874.42
L109068,Stephanie Anderson,173944.31
L109069,Catherine Barrett,14499.37
L109070,Steven Williams,116827.77
L109071,Dennis Morgan,209517.27
L109072,Dan Jones,116263.76
L109073,Brian Foster,188398.11
L109074,Nicholas Moore,220695.25
L109075,Amber Castro,211426.02
L109076,Miss Ashley Patel MD,235005.47
L109077,Pamela Gonzalez,44321.46
L109078,Christopher Baker,123501.8
L109079,Breanna Butler,62464.34
L109080,Teresa Wood,85404.23
L109081,Stephanie Bailey,141465.81
L109082,Mark Blake,66175.92
L109083,Karen Jackson,68343.57
L109084,Katherine Mitchell,41672.0
L109085,Alicia Knapp,66202.54
L109086,Christopher Norris,144800.87
L109087,Charles Delgado,244897.37
L109088,Melinda Ortiz,134509.39
L109089,Savannah Knight,67293.75
L109090,Michael Jacobs,248140.43
L109091,Russell Tucker,204623.02
L109092,Erika Lopez,12762.42
L109093,Peter Whitaker,111928.51
L109094,Matthew Scott,128840.57
L109095,Larry Bruce,72320.43
L109096,Kimberly Kim,93406.88
L109097,Matthew Dunn Jr.,136960.23
L109098,Aaron Thompson,62716.82
L109099,Tanner Bauer,216858.07
L109100,Jessica Barnett,192029.76
L109101,Robin Stewart,128547.57
L109102,Gregory Yoder,77634.24
L109103,Shannon Bartlett,136250.69
L109104,Hector Avila,154587.27
L109105,Colleen Sanders,245766.93
L109106,Mark Moore,238821.96
L109107,Rebecca Smith,49417.75
L109108,Robert Rogers,193174.75
L109109,Frank Brooks,240386.57
L109110,Stephen Sosa,10762.33
L109111,Jason Medina,184116.12
L109112,Kurt Wilson,50790.32
L109113,Marcia Mason,183792.07
L109114,Amanda Shepherd,140879.16
L109115,Mark Nguyen,194439.12
L109116,Ronnie Ruiz,135203.38
L109117,Joseph Roth,146978.21
L109118,Sandra Johnson,17235.56
L109119,Dr. Elizabeth Ponce,196496.77
L109120,Michael Solomon,104888.01
L109121,Shelby Wilson,34986.48
L109122,Monica Watkins,211458.23
L109123,Brad Pratt,30327.95
L109124,Lindsey Lee,12900.41
L109125,Shane Hall,64087.95
L109126,Bradley Jones,220518.87
L109127,Kimberly Byrd,209824.64
L109128,Shawn Anderson,210409.7
L109129,Edwin Larsen,232150.8
L109130,Brenda Suarez,58965.84
L109131,Yesenia Torres,206924.6
L109132,Kayla French,142225.54
L109133,Stephen Mueller,75097.87
L109134,Martin Swanson,166598.46
L109135,Dakota Mccoy,20969.38
L109136,Rachael Mcintyre,98817.18
L109137,Andrew Wilson,98876.78
L109138,Andrew White,142540.01
L109139,Marie Arellano,239663.92
L109140,Lori Riley,158971.88
L109141,Keith Finley,154943.29
L109142,Angela Thomas,49748.03
L109143,Joseph Hoover,64935.82
L109144,Julia Meyer,226307.82
L109145,Walter Hayes,125723.64
L109146,Shirley Castillo,192489.88
L109147,Kristine Jones,228809.49
L109148,Omar Washington,127224.0
L109149,Michael Davis,54324.93
L109150,Hannah Duncan,118028.95
L109151,Julie Scott,204998.27
L109152,Jennifer Chung,44937.18
L109153,Jennifer Gonzalez,154233.61
L109154,Karen Sims,136916.18
L109155,Elizabeth Floyd,20927.46
L109156,Kelsey Bishop,243111.18
L109157,Jason Frank,180657.77
L109158,Steve Thomas,53315.58
L109159,Tyler Mata,222976.43
L109160,Brandon Ruiz,77751.74
L109161,Jeremiah Jones,66061.24
L109162,Brenda Davis,123227.37
L109163,Samantha Villarreal,46133.06
L109164,Samantha Hughes,117944.22
L109165,Tiffany Nicholson,84504.46
L109166,Michelle Brown,111403.99
L109167,Christian Freeman,229325.09
L109168,Timothy Johnson,20217.78
L109169,Teresa Thomas,207357.53
L109170,Mark Jackson,33134.78
L109171,Richard Cunningham,90189.25
L109172,Gregory Warner,143504.1
L109173,Jane Davenport,217260.19
L109174,Shari Coleman,192428.61
L109175,Jennifer Smith,119702.77
L109176,Amy Nguyen,97737.53
L109177,Emily Rodriguez,52691.75
L109178,Nicole Copeland,62257.92
L109179,Joseph Charles,228409.63
L109180,Marc Martinez,244264.63
L109181,Mark Jackson,39937.83
L109182,Amy Davis,110759.0
L109183,Jesse Ball,239247.61
L109184,Karen Joyce,89691.57
L109185,Timothy Higgins,235088.4
L109186,Jessica Shaffer,184957.54
L109187,Ricardo Cherry,101987.62
L109188,Scott Hodge,131507.43
L109189,Jacqueline Reeves,196141.52
L109190,Sarah Giles,237172.14
L109191,Kevin Sanders,6610.26
L109192,William Murphy,242784.83
L109193,Christopher Anderson,93503.93
L109194,Anthony Brady,154509.98
L109195,Katherine Malone,25992.95
L109196,Rose Sullivan,28060.86
L109197,Benjamin Clark,155463.53
L109198,Eric Morgan,63422.5
L109199,Abigail Baker,76663.22
L109200,Becky Chen,23318.26
L109201,Audrey Cobb,187340.85
L109202,Michael Stein,182609.77
L109203,Crystal Moore,46831.45
L109204,Rachel Grant,180850.55
L109205,Bradley Green,201175.89
L109206,Joshua Tucker MD,14382.35
L109207,Stephanie Frazier,184465.14
L109208,Pamela Waller,33599.76
L109209,Karen Walker,82104.14
L109210,Tami Ray,68378.93
L109211,Brenda Hernandez,232057.63
L109212,Daniel White,178984.05
L109213,Christine Anderson,44713.29
L109214,Jamie Stevens,93183.82
L109215,Kenneth Green,70228.31
L109216,Ralph Duncan,48440.55
L109217,Brenda Benitez,157054.84
L109218,Chad Adams Jr.,108925.18
L109219,Dr. Timothy Garcia,37423.35
L109220,Christina Copeland,153392.31
L109221,William Oliver,192850.38
L109222,Eric Mendoza,91067.41
L109223,Eddie Reyes,34890.16
L109224,Joshua Vasquez,81624.28
L109225,Jill Holland,70341.02
L109226,Steven Coffey,220192.15
L109227,Stacey Garcia,211753.61
L109228,Katherine White,105780.33
L109229,Andrea Taylor,28727.45
L109230,Stacey Moran,209325.69
L109231,Stephanie Owens,152546.96
L109232,Benjamin Matthews,100315.14
L109233,Pamela Miller,195212.42
L109234,Theresa Peterson DDS,109465.93
L109235,Hannah Henson,97428.09
L109236,Steven Cantu,37754.89
L109237,Eric Gardner,76141.97
L109238,Melissa Garza,216492.37
L109239,Andre Mcdonald,89403.19
L109240,Bryan Garcia,46671.99
L109241,Paul Parker,127231.26
L109242,Donald Carter,43645.42
L109243,Christopher Jenkins,156521.69
L109244,Michael Palmer,150558.7
L109245,Caitlin Miller,126167.97
L109246,Daniel Larson,157942.63
L109247,John Yoder,106677.82
L109248,Toni Dunn,159782.15
L109249,Jimmy Horne,129740.81
L109250,Timothy Mcmillan,105159.39
L109251,Caleb Lynch,242486.72
L109252,Kristi Rodriguez,152073.96
L109253,Ms. Michele Gray MD,244340.6
L109254,John Martin,234370.14
L109255,Stephanie Robinson MD,165763.45
L109256,Jay Miller,198059.87
L109257,Michael Thompson,203790.02
L109258,Gary Wilson,83056.84
L109259,Anthony Pacheco,67868.49
L109260,William Herrera,219950.49
L109261,John Meyers,75339.61
L109262,Lee Foster,182713.47
L109263,Mary Davis,130455.24
L109264,Jacob Mullins,97277.37
L109265,Joseph Price,139576.71
L109266,Kristen James,196160.08
L109267,Russell Williams,203636.55
L109268,Sarah Becker,247610.9
L109269,Lauren Johnson,106262.18
L109270,Theodore Jefferson,6227.63
L109271,Victoria Larson,105883.76
L109272,Robert Lara,208019.72
L109273,Jennifer Murphy,120605.36
L109274,Jessica Melendez,17487.63
L109275,Tracie Shaw,74613.41
L109276,Jorge Clark,151502.8
L109277,Scott Ruiz,79633.13
L109278,Michelle Allen,220422.18
L109279,Anthony Smith,214978.38
L109280,Heather Johnson,46002.07
L109281,Patricia Barry,83988.0
L109282,Thomas Jackson,173262.76
L109283,Melanie Berry,34661.28
L109284,Kimberly Calderon,171867.44
L109285,Kelsey Hoover,141785.58
L109286,Mark Wheeler,225997.93
L109287,Elizabeth Brown,112478.91
L109288,Kathleen Simpson,164336.04
L109289,Jennifer Keller,158079.11
L109290,Haley Hess,115910.78
L109291,Michael Archer,158429.34
L109292,Thomas Smith,11642.24
L109293,Scott Harrington,38150.55
L109294,Emily Baker,18177.49
L109295,Keith Mendoza,144615.85
L109296,Jeffery Gonzalez,171635.13
L109297,Shannon Williams,200843.23
L109298,William Everett,176435.58
L109299,Savannah Williams,75589.11
L109300,Justin Lopez,6532.7
L109301,Dana Robinson,196483.64
L109302,Brian Park,21779.73
L109303,Anthony Mcbride,244113.53
L109304,Maria Washington,6491.9
L109305,Eric Whitaker,153864.34
L109306,Tammy King,170909.88
L109307,Christopher Guerrero,66875.65
L109308,Michelle Palmer,140063.12
L109309,Roger Calderon,163952.61
L109310,Sherry Vincent,109831.67
L109311,Andrew Espinoza,152970.38
L109312,Veronica Solomon,82725.12
L109313,Gregory Lewis,68605.67
L109314,Jacqueline Gomez,221004.09
L109315,Luis Sullivan,166059.27
L109316,James Burke,104406.61
L109317,Mary Holden,24286.14
L109318,Sara Williams,210528.74
L109319,Daniel Robinson,219100.79
L109320,Lisa Wade,74703.35
L109321,Kathryn Evans,32064.01
L109322,Christopher Cooper,144684.27
L109323,Jessica Fuller,118417.89
L109324,Laurie Jones,7379.85
L109325,Sharon Williams,170196.35
L109326,Andrew Leonard,107797.1
L109327,Paula Graham,244625.81
L109328,Andrew Miller,114043.83
L109329,Tammy Sweeney,101798.14
L109330,Michael Arnold,174634.67
L109331,Michele Smith,77018.99
L109332,Kelli Thomas,45490.51
L109333,David James,221703.68
L109334,Paul Everett MD,200252.89
L109335,Emily Romero MD,79666.52
L109336,Tammy Moon,190141.16
L109337,Charles Clark,246416.54
L109338,Emily Ortega,209311.83
L109339,Samantha Diaz,65932.3
L109340,Kristin Wagner,129725.23
L109341,Colton Bishop,229016.88
L109342,Audrey Baker,21675.86
L109343,Nicole Santos,107998.45
L109344,Yvonne Moore,48941.4
L109345,Jessica Morris,186190.29
L109346,Marcus Olsen,214393.9
L109347,Brittney Owens,96240.96
L109348,Stephen Ball,109045.01
L109349,Tammy Cook,119733.71
L109350,James Solomon,180102.74
L109351,Molly Ferrell,9694.57
L109352,Melanie Gilbert,37996.03
L109353,Sabrina Dixon,117137.09
L109354,Brittany Martinez,156981.83
L109355,Richard Gonzalez,13015.45
L109356,Stephen Blevins,196668.98
L109357,Gina Pearson,89035.09
L109358,Anthony Reed,154497.44
L109359,Anthony Miller,124291.58
L109360,Loretta Brock,159104.72
L109361,Roberta Payne,78356.33
L109362,Ashley Ashley,84259.59
L109363,Vincent Thomas,187780.81
L109364,Erik Hanson,212474.63
L109365,Terry Park,29993.54
L109366,Ashley Booth,89813.7
L109367,Donna Greene,140069.87
L109368,Kimberly Wolfe,224770.47
L109369,Joseph Benitez,53472.02
L109370,Matthew Wilson,8760.06
L109371,Briana Romero,73308.64
L109372,Autumn Brown,184981.3
L109373,Carol Lucas,16182.41
L109374,Joseph Dougherty,86964.54
L109375,Brandon Williams,111368.15
L109376,Scott Simmons,56003.96
L109377,Anthony Robinson,66182.02
L109378,Michael Smith,210332.17
L109379,Cameron Martinez,140066.08
L109380,Kelly Espinoza,34465.6
L109381,Melissa Smith,160359.06
L109382,Jennifer Davis,119346.42
L109383,Michelle Johnson,43101.97
L109384,Jack Austin,169435.83
L109385,Joshua Berger,190376.02
L109386,Eric Kennedy,170603.8
L109387,Desiree Davis,179131.31
L109388,Amanda Williams,9863.5
L109389,John Perez,153919.28
L109390,Matthew Hoffman,245194.59
L109391,Elizabeth Ortiz,82375.71
L109392,Tracy Morrison,97871.07
L109393,Amanda Smith,218069.75
L109394,Timothy Garcia,157166.01
L109395,Linda Valencia,179575.23
L109396,Maria Howard,198326.12
L109397,Hannah Torres,101444.86
L109398,George Garrett,70753.96
L109399,Kristina Andrews,98924.09
L109400,Eric Maldonado,55998.51
L109401,Scott Mendoza,48766.69
L109402,Sharon Olsen,230418.85
L109403,Melissa Wright,79311.04
L109404,Christopher Lee,233108.87
L109405,Travis Vasquez,123809.68
L109406,Carol Hudson,227013.33
L109407,Andrew Joseph,233433.2
L109408,Hannah Meyers,46532.2
L109409,Christian Watts,182491.43
L109410,James Garcia,191379.32
L109411,Heather Dean,50028.29
L109412,Justin Pham,175762.74
L109413,Elizabeth Hopkins,132746.53
L109414,Donna Miller,30636.18
L109415,Jeffrey Huang,60095.35
L109416,Timothy Wilson,199052.07
L109417,Andrew Coleman,229454.85
L109418,Susan Bradshaw,246522.88
L109419,Daisy Serrano,63966.73
L109420,Jason Gilbert,180128.84
L109421,Kara Clark,170571.87
L109422,Patrick Galloway,127869.48
L109423,Michael Mccoy,99643.42
L109424,Kevin Lucas,53656.47
L109425,Ashley Haney,150732.22
L109426,John Larson,135161.47
L109427,Ronald Carlson,184974.84
L109428,Kristina Jenkins,112639.34
L109429,Mrs. Donna Mcclure MD,132032.88
L109430,Nathan Martinez,79286.93
L109431,Amy Hernandez,7564.21
L109432,Cheryl Stewart,20783.53
L109433,Cheryl Atkinson,135375.78
L109434,Robert Davis,9759.96
L109435,Lori Mendez,206035.05
L109436,Dr. Jamie Brown PhD,170215.89
L109437,Carlos Carter,99978.76
L109438,John Richards,152616.57
L109439,Shelly Taylor,134042.45
L109440,John Murray,176025.28
L109441,Christopher Gibbs,87651.16
L109442,Melanie Estrada,152841.92
L109443,Aaron Randall,227524.91
L109444,Susan Smith,126746.97
L109445,Lori Drake,239212.27
L109446,Jeffrey Castro,119243.1
L109447,Christina Holmes,54192.72
L109448,Albert Gallegos,8610.46
L109449,Javier Perkins,59875.25
L109450,Heather Campbell,219010.05
L109451,Joseph Chavez,216336.34
L109452,Julia Ortiz,188931.27
L109453,William Carlson,100481.93
L109454,Samuel Frazier,109282.87
L109455,Billy Kelly,238542.24
L109456,Mary Jones MD,114238.71
L109457,Timothy Smith,159238.96
L109458,Brad Sandoval,40760.27
L109459,Steven Hall,227849.97
L109460,Lisa Moore,152545.36
L109461,Mackenzie Romero,223050.28
L109462,John Baker,209610.74
L109463,Sarah Erickson,22867.04
L109464,Jennifer Garcia,7970.95
L109465,Amy Coleman,223631.85
L109466,Luis Hampton,37598.55
L109467,Christopher Holden,92716.23
L109468,Eric Hernandez,246614.87
L109469,Kenneth Montoya,126434.83
L109470,Luis Gomez,56667.56
L109471,Courtney Davidson,56158.96
L109472,Harold Browning,148157.9
L109473,Lauren Walker,175738.43
L109474,Amanda Hayes,82425.49
L109475,Leslie Anderson,49901.1
L109476,Calvin Reed,238873.47
L109477,Ruth Mitchell,238803.73
L109478,Jeremy Kelly,206061.87
L109479,Ricardo Baker,9633.47
L109480,Mr. Adam Myers,151418.12
L109481,Sara Vasquez,148487.3
L109482,Nicole Garcia,204227.99
L109483,Mark Lamb,211744.49
L109484,Melissa Rivas,77272.08
L109485,Molly Gardner,52649.09
L109486,Mary Gomez,14615.12
L109487,Diane Garcia,119792.25
L109488,David Sparks,168354.79
L109489,Robert Delgado,35106.69
L109490,Todd Phillips,6774.45
L109491,William Hale,105593.76
L109492,Nicholas Jones,219539.59
L109493,Anthony Ford Jr.,194184.14
L109494,Regina Pearson,230096.07
L109495,Michelle Scott,240728.05
L109496,Danny Bowman,171369.59
L109497,Donald Murray,104113.54
L109498,Mark Mills,102513.1
L109499,Monica Lewis,143349.24
L109500,Erin Hall,213698.37
L109501,Jason Cline,26419.52
L109502,Taylor Conner,47719.63
L109503,Tanya Edwards,124095.94
L109504,Brenda Thomas,135443.98
L109505,Amy Davis,227671.34
L109506,Andrea Beasley,95115.07
L109507,Zachary Carroll,128688.3
L109508,Alyssa Vance,84838.7
L109509,William Brown,227930.57
L109510,Mary Finley,140068.37
L109511,John Young,135878.93
L109512,Lindsey Johnson,188577.26
L109513,Laura Simpson,232875.57
L109514,Terry Montgomery,34991.89
L109515,Elizabeth Smith,225286.05
L109516,Bryan Carr,142851.29
L109517,Rebecca Blake,14243.43
L109518,Erica Werner,220311.67
L109519,Kyle Gallagher,25596.36
L109520,Neil Le,89120.77
L109521,Jonathan Guerrero,137358.72
L109522,Danielle Johnson,85390.11
L109523,James Carlson,82101.52
L109524,Jenny Anderson,115527.5
L109525,Michelle Davis,114087.87
L109526,Joan Higgins,41974.6
L109527,Joseph Glover,74758.92
L109528,Meagan Kennedy,165023.27
L109529,Steven Stewart,158142.72
L109530,Amanda Roberts,218037.14
L109531,Edward Garrison,27164.12
L109532,Sara George,63536.67
L109533,Tanya Johnson,199674.85
L109534,Bethany Randolph,180297.53
L109535,Marisa Alvarez,247333.41
L109536,Dr. John Williams,167015.33
L109537,Julie Hooper,249939.8
L109538,Christina Burton,139544.56
L109539,Taylor Leon,60442.84
L109540,Ryan Todd,142558.68
L109541,Russell Clark,47437.95
L109542,Shannon Greene MD,55432.89
L109543,Lauren George DVM,213414.2
L109544,Ryan Wilson,36395.25
L109545,Jeffrey Savage,153004.63
L109546,Steven Nelson,34711.51
L109547,Brian Johnson,172164.63
L109548,Gregory Perez,147779.15
L109549,Johnny Walton,63149.39
L109550,Nicole Hudson,236357.44
L109551,Daniel Acosta,131913.35
L109552,Justin Phillips,164718.25
L109553,Heather Garcia MD,137890.19
L109554,William Ferrell,69641.2
L109555,Jasmine Graves,207440.59
L109556,Johnny Walsh,57230.19
L109557,Zachary Scott,44875.27
L109558,Jack Adams,118230.52
L109559,Mitchell Warner,58432.96
L109560,Mrs. Laura Taylor PhD,42152.76
L109561,Gerald Baker,76286.34
L109562,John Guzman,161444.9
L109563,Christopher Jones,55860.96
L109564,Vicki Collins,66911.98
L109565,Juan Ramirez,32591.8
L109566,Eric Allen,7631.6
L109567,Ana Orozco,230684.31
L109568,Michael Forbes,11464.17
L109569,Robert Singleton,117680.17
L109570,Kevin Smith,246154.19
L109571,Bonnie Williams,23891.58
L109572,Craig Ruiz,127805.31
L109573,Eric Reid,115672.94
L109574,Amanda Perez,76246.89
L109575,Edgar Hampton,230805.61
L109576,David Mendez,199235.23
L109577,Melissa Henderson,132702.92
L109578,Eric Taylor,5326.85
L109579,Kimberly Curry,10657.3
L109580,Edwin Fernandez,222409.12
L109581,Mary Chen,138166.13
L109582,Rebecca Benson,20059.95
L109583,Steven Johnson,44479.89
L109584,Amy Davis,150551.73
L109585,Derek Romero,76731.1
L109586,Anne Andersen,174929.42
L109587,Meghan Hernandez,9881.75
L109588,Jenna Blanchard,12286.19
L109589,Lawrence Allen,224092.96
L109590,Dr. Jeffrey Carr DDS,147217.77
L109591,Clinton Wilson,143623.42
L109592,Robert Clark,12941.85
L109593,Samantha Barrett,11492.64
L109594,Kelli Harrison,154476.5
L109595,Andrea Jones,66362.58
L109596,Brittany Mccarty,201043.45
L109597,Victoria Ramirez,177358.58
L109598,Amanda Rhodes,57924.38
L109599,Dennis Roy,33188.76
L109600,William Rogers,101857.84
L109601,Kathryn Martinez,198692.46
L109602,Vanessa Rose,241823.92
L109603,Jaclyn Barton,167444.35
L109604,Brandon Sullivan,113340.14
L109605,Kaitlyn Bates,25195.96
L109606,Cynthia Thornton,185806.89
L109607,Patricia Castro,235214.22
L109608,Tom Tran,245735.7
L109609,Aimee Evans,19769.34
L109610,Eric Barnes,46016.95
L109611,Edward Johnson,88482.8
L109612,Jill Martin,52851.41
L109613,Jennifer Cooper,14067.17
L109614,Sean Wong,86322.95
L109615,Amanda Kelley,168360.06
L109616,Douglas Young,195417.72
L109617,Nicole Bates,73955.85
L109618,Crystal Wright,185540.68
L109619,Leah Hines,132612.69
L109620,George Gomez,61560.07
L109621,Michael Ingram,53361.47
L109622,Shaun Glenn,15173.18
L109623,Elizabeth Hamilton,235122.98
L109624,Paul Rivera,94281.15
L109625,Kimberly Ortega,22777.59
L109626,Cynthia Avila,75252.14
L109627,Ruben Boyd,7053.21
L109628,David Garcia,109511.76
L109629,Nicole Kelley,239783.54
L109630,Steven Cervantes,226343.62
L109631,Wendy Spence,109187.14
L109632,Julia Johnson,78412.21
L109633,Erin Gordon,156969.53
L109634,Matthew Scott,100969.04
L109635,Kenneth Wilson,125229.76
L109636,Joshua Walker,150917.32
L109637,Wesley Vargas,22468.59
L109638,Denise Hill,93102.37
L109639,Amanda Campos,199810.61
L109640,Jonathan Phillips,20617.61
L109641,Margaret Bolton,70599.95
L109642,Lori Miller,31634.19
L109643,Steven Charles,187260.96
L109644,Michael Decker,248965.05
L109645,Diana Patterson,90913.14
L109646,Kelly Davis,186788.55
L109647,Colleen Lawson,185715.34
L109648,Devon Glover,37518.22
L109649,James Kidd,102863.89
L109650,Mrs. Terri Edwards,51370.32
L109651,Nathan Nunez,175038.66
L109652,Johnny Hamilton,235775.96
L109653,Stephen Peck,179379.84
L109654,Sharon Gardner,197419.33
L109655,Troy Richardson DDS,216929.83
L109656,Lindsey Stephenson,31007.5
L109657,Regina Ruiz,243483.98
L109658,Scott Nichols,203158.02
L109659,Bonnie Wu,188958.29
L109660,Joshua Evans,8731.1
L109661,Stephanie Stark,93288.7
L109662,Amanda Davenport,224788.1
L109663,Calvin Quinn,104962.44
L109664,Michelle Romero,229417.26
L109665,Ian Thompson,181545.68
L109666,Mark Cardenas,143864.76
L109667,Nicholas Mann,136651.4
L109668,James Lane,197547.68
L109669,Christopher Sanders,159858.36
L109670,Craig Brown,17062.7
L109671,Austin Hubbard,24138.18
L109672,Marcus Holland,157224.42
L109673,Brooke Brady,191277.62
L109674,Daniel Bell,201825.38
L109675,Megan Hardy,131105.2
L109676,Richard Andrews,218072.66
L109677,Christopher Medina,18358.93
L109678,Krystal Wallace,117824.7
L109679,Susan Terry,242328.85
L109680,Erik Willis,249862.05
L109681,Austin Blair,50329.75
L109682,Shannon Edwards,209585.07
L109683,John Rivers,31206.22
L109684,Jerry Barrett,176214.22
L109685,Adam Stark,23389.76
L109686,Bobby Beck,109717.42
L109687,Lori Rodriguez,86824.11
L109688,Martin Gill,83649.37
L109689,William Taylor,150232.71
L109690,Denise Calderon,121062.85
L109691,Kristi Rasmussen,207331.46
L109692,Melissa Rodriguez,90925.68
L109693,Mikayla Jones,150519.52
L109694,Juan Peterson,148497.54
L109695,Rachel Hurley,73767.39
L109696,Jonathan Vaughn,244215.05
L109697,Jose Phillips,206582.94
L109698,Rachel Joseph,36646.61
L109699,Julie Powell,73201.51
L109700,Kimberly Ferguson,157452.06
L109701,Scott Grant,168791.01
L109702,Charles Figueroa,167690.31
L109703,Gina Roberts,240289.69
L109704,Mr. Richard Johnson,171359.52
L109705,Michael Smith,147365.09
L109706,Danielle Singh,249221.67
L109707,Timothy Bond Jr.,104482.49
L109708,Cody Carson,125612.55
L109709,Jeremy Hernandez,222024.5
L109710,Regina Flores,122346.62
L109711,Renee Kelly,114557.57
L109712,Kristi Munoz,73824.97
L109713,Michaela Brooks DDS,244582.06
L109714,Wesley Johnson,182058.22
L109715,Lisa Jackson,10885.49
L109716,Mr. Carl Beltran,135174.41
L109717,Cynthia Edwards,132467.09
L109718,David Russell,10754.38
L109719,Joseph Griffin,102748.65
L109720,Betty Li,171352.01
L109721,Kristin Torres,213179.49
L109722,Dale Griffin,178755.17
L109723,Calvin Stokes,14198.94
L109724,Michelle Drake,98979.96
L109725,Colleen Williams,205634.87
L109726,Amy Jones,91949.66
L109727,Alexandra Becker,200909.81
L109728,Terry Hoffman,41313.69
L109729,Jamie Chavez,100119.08
L109730,Joshua Dillon,101403.06
L109731,Michelle Jones,171817.12
L109732,Monica Reed,221328.95
L109733,Patricia Woods,17478.37
L109734,Mrs. Gloria Frost,239990.81
L109735,Joseph Pugh,183151.11
L109736,Jessica Atkins,227882.33
L109737,Tonya Johnson,139478.94
L109738,John Rodriguez,248369.8
L109739,Ruben Crawford,186475.13
L109740,Sandra White,228290.31
L109741,Brian Perez,10297.73
L109742,Melissa Swanson,189618.1
L109743,Peggy Gutierrez,200629.4
L109744,Keith Yang,23607.14
L109745,Monica Welch,97092.33
L109746,Michael Cunningham,113543.53
L109747,John Hernandez,249504.29
L109748,Jack Fox,200905.56
L109749,Stephen Weber,209245.18
L109750,Linda Chavez,33406.22
L109751,James Howell,67078.26
L109752,James Hanson,38380.27
L109753,Perry Perez,57965.96
L109754,Kenneth Olsen,62106.47
L109755,Crystal Davis,181114.63
L109756,David Norris,67717.13
L109757,Kaitlyn Evans,209315.92
L109758,Sheryl Frey,206970.04
L109759,John Johnson,131370.65
L109760,Bianca Roberts,174645.24
L109761,Nicholas Smith,156807.24
L109762,Timothy Anderson,173982.24
L109763,Clinton Townsend,34176.6
L109764,Nicholas Padilla,20989.91
L109765,Zachary Gonzalez,219932.88
L109766,Jordan Richardson,234080.81
L109767,Rebecca Allen,241963.41
L109768,Heather Cooper,234772.41
L109769,Bradley Hicks,194243.93
L109770,Gavin Allen,125887.34
L109771,Jonathon Gonzalez,179040.93
L109772,Sophia Roth,12843.64
L109773,Alyssa Johnson,195615.49
L109774,Matthew Johnson,190400.93
L109775,Amy Powell,135981.26
L109776,Aaron Williams,231105.88
L109777,Jennifer Jordan,109604.1
L109778,Mckenzie Burton,106126.45
L109779,Holly Scott,95487.25
L109780,Melinda Pitts,32876.07
L109781,Elizabeth Green,213088.91
L109782,Christie Trevino,7738.97
L109783,Katherine Jackson,110881.71
L109784,Corey Perez,203814.75
L109785,Dr. Margaret Davis,6700.97
L109786,Randy Mcfarland,164760.5
L109787,Meredith Liu,157479.94
L109788,Deborah Ford,232247.18
L109789,Monica Cruz,186927.58
L109790,Theresa Kennedy,167240.73
L109791,Corey Perez,203386.24
L109792,Kimberly Atkins,244084.92
L109793,Jeremy Thompson,116944.85
L109794,Douglas Stewart,9096.03
L109795,Felicia Jennings,194775.2
L109796,Rebecca Ward MD,39273.94
L109797,Sandra Gray,117951.71
L109798,Jared Moreno,117009.8
L109799,Paul Mayo,186330.53
L109800,Andrew Briggs,240893.02
L109801,Michael Maynard,197052.94
L109802,Justin Garrett,244413.47
L109803,Jessica Lawson,214048.92
L109804,Diana Yates,188855.09
L109805,Meredith Phelps,167934.48
L109806,Jesus Jackson,236568.99
L109807,Kyle Barr,99880.65
L109808,Dale Goodman,89131.13
L109809,Anthony Thomas,188837.67
L109810,Jenna Juarez,237336.03
L109811,Zachary Gonzalez,80708.84
L109812,Carlos Bush,227124.09
L109813,Shannon Dennis,94385.64
L109814,Sandy Sanchez,33398.42
L109815,Yolanda Mckinney,19329.12
L109816,Cindy Steele,22862.58
L109817,Nathaniel Vargas,86171.07
